Storm Name,Storm Level,Casualties,Location
Cristal,2,205,Sacramento
Manuel,4,20,Kansas City
Sadie,4,279,Venice
Michael,2,72,Portland
Mary,2,73,Innsbruck
Mason,4,237,Pittsburgh
Robyn,2,147,Miami
Lara,3,47,Phoenix
Leilani,1,218,St. Louis
Bryon,3,217,Honolulu
Kurt,2,177,Salt Lake City
Chris,1,134,Ontario
Manuel,4,113,Lakewood
Elijah,2,143,Omaha
Melanie,2,168,Berlin
Luke,3,281,Venice
Stella,2,271,Kansas City
Amy,3,116,Bridgeport
Wade,2,23,Dallas
Barney,4,257,Rochester
Gil,1,49,Los Angeles
Rufus,3,203,Paris
Nicole,1,149,Portland
Rae,1,52,Long Beach
Kaylee,4,249,Bridgeport
Ruth,1,276,Detroit
Ryan,3,223,Philadelphia
Matthew,1,50,San Diego
Gil,4,61,Jersey City
Kieth,4,74,Omaha
Payton,3,157,Philadelphia
Hank,2,153,Baltimore
Joyce,4,248,San Francisco
Zara,2,191,Dallas
Chris,4,186,St. Louis
Jazmin,3,174,Pittsburgh
Logan,4,107,Seattle
Daniel,1,264,Nashville
Chadwick,3,110,Chicago
Brad,1,254,Indianapolis
Evie,1,181,Innsbruck
Cecilia,1,66,Scottsdale
Vera,4,247,Philadelphia
Jennifer,2,136,Tulsa
Barney,3,96,Dallas
Josh,3,42,Worcester
Domenic,4,45,Norfolk
Johnathan,2,36,London
Maria,4,88,Washington
Renee,4,151,Albuquerque
Alexander,3,89,Rome
Celia,4,289,Tallahassee
Keira,4,193,Scottsdale
Ron,3,254,Berna
Ramon,2,23,San Bernardino
Chester,2,0,Denver
Percy,1,275,Rochester
Julius,3,186,San Francisco
Josh,2,254,Arlington
Chuck,2,212,Reno
Piper,4,19,Sacramento
Caleb,3,132,Atlanta
Rick,4,246,Lakewood
Kaylee,4,136,Louisville
Cherish,1,147,Huntsville
Maribel,2,242,Los Angeles
Jane,3,85,Washington
Celina,4,78,Colorado Springs
Gil,1,37,Honolulu
Bernadette,3,292,Tallahassee
Kieth,4,87,Baltimore
Liam,2,38,Norfolk
Makenzie,4,211,Berna
Matt,3,148,London
Benny,3,201,Jacksonville
Tyler,4,179,Tokyo
Payton,2,161,Richmond
Agnes,2,144,Sacramento
Lily,4,86,Las Vegas
Leroy,2,204,Garland
Benny,1,179,Orlando
Katelyn,1,155,Fullerton
Grace,4,27,Madrid
Eden,2,164,London
Danny,1,251,Houston
Julian,2,211,Paris
Caydence,1,91,Bellevue
Tom,4,21,Denver
Manuel,4,158,Tokyo
Carter,4,270,Bellevue
Chuck,4,89,Reno
Maya,1,252,Springfield
Denis,2,100,San Francisco
Raquel,3,279,San Francisco
Ivy,1,120,Columbus
Carter,3,237,Stockton
Elle,3,162,Richmond
Alexander,4,177,Hollywood
Hanna,1,194,Philadelphia
Molly,2,51,Salt Lake City
Christine,4,163,Nashville
Mavis,2,209,Hollywood
Gabriel,2,217,St. Louis
Johnny,4,53,Los Angeles
Alexander,4,282,Philadelphia
Benjamin,3,162,Irving
Allison,2,205,Albuquerque
Chester,4,69,San Antonio
Christine,1,182,Prague
Rosemary,2,103,San Diego
Elise,2,132,Quebec
Russel,4,204,Bellevue
Jocelyn,4,9,Bridgeport
Julius,4,150,Scottsdale
Bryon,3,111,Lakewood
Teagan,2,61,Madrid
Mark,1,294,Lincoln
Maxwell,4,205,Bellevue
Jayden,2,20,Ontario
Rufus,1,286,Fullerton
Clint,4,227,Louisville
Samara,4,168,Garland
Sage,3,87,Escondido
Liv,4,294,Santa Ana
Mike,1,101,Washington
William,3,88,Innsbruck
Luke,2,73,Columbus
Nick,2,169,Colorado Springs
Adela,2,118,Oakland
Liliana,1,235,Dallas
Maribel,1,49,Seattle
Jack,2,131,San Diego
Daphne,3,98,Ontario
Sydney,2,207,Berlin
George,2,61,Reno
Alessia,3,189,Rochester
William,4,196,Columbus
Elijah,1,262,Columbus
Aleksandra,1,3,New Orleans
Angel,1,93,Irving
Hank,2,261,Irving
Alan,1,135,Fayetteville
Lily,4,74,St. Louis
Johnny,4,217,Orlando
Michael,3,27,Hollywood
Bob,2,199,Baltimore
Leanne,2,288,San Antonio
Fred,4,295,Murfreesboro
Elijah,4,240,Lincoln
Tony,4,211,Long Beach
Julian,2,254,Detroit
Goldie,1,267,Pittsburgh
Noah,2,194,Miami
Domenic,4,133,Innsbruck
Chadwick,4,62,Ontario
Mike,3,12,Hayward
Stephanie,3,98,Boston
Daphne,3,35,Las Vegas
Rowan,1,88,Norfolk
Hayden,1,103,Amarillo
Megan,2,139,Detroit
Joseph,1,230,Albuquerque
Josh,1,23,Glendale
Brad,1,130,Omaha
Josh,4,142,San Antonio
Mark,3,70,Columbus
Angel,2,30,Tokyo
Alice,1,145,Hollywood
Dasha,3,268,Charlotte
Daron,4,137,Kansas City
Marigold,3,235,Bucharest
Rosalyn,4,196,Detroit
Miley,4,50,Madison
Ruby,1,11,Albuquerque
Margot,3,134,Springfield
Rachael,4,165,Arlington
Sloane,1,9,Madrid
Marie,3,30,Denver
Oliver,3,191,Wien
Leroy,3,127,Tulsa
Wade,4,70,Honolulu
Ada,1,108,Denver
Christy,2,116,Richmond
Jane,4,234,Worcester
Hayden,4,266,Ontario
Logan,4,117,San Francisco
Diane,2,1,Kansas City
Bryon,4,42,Tallahassee
Mike,2,286,Madrid
Nicholas,1,145,Springfield
Russel,4,255,Paris
Sebastian,1,47,Paris
Leanne,4,0,Tulsa
Carl,2,56,Pittsburgh
Maria,3,152,Quebec
Oliver,1,149,Oklahoma City
Alessia,2,290,Bellevue
Joseph,3,245,Bucharest
John,4,287,Prague
Tom,2,122,Paris
Lynn,4,239,Henderson
Kurt,2,253,Columbus
Analise,3,194,Baltimore
William,4,252,Valetta
Caleb,2,56,Orlando
Bart,3,230,El Paso
Karla,3,94,Fayetteville
Clint,3,253,Portland
Juliette,4,65,Valetta
Tess,1,48,Sacramento
Roger,2,1,Los Angeles
Scarlett,4,100,Bakersfield
Roger,3,287,Las Vegas
Rick,2,172,Springfield
Jack,1,2,Lincoln
Abdul,2,235,Madison
Hayden,3,32,San Antonio
Iris,3,172,Richmond
Emerald,2,223,Tulsa
Tom,4,76,Bellevue
Chad,3,219,Toledo
Gil,2,285,Moreno Valley
Joyce,4,259,Jacksonville
Angelica,2,45,Valetta
Kieth,3,126,Anaheim
Javier,2,137,Santa Ana
Davina,4,186,Toledo
Brad,4,5,Bellevue
Maya,3,246,Quebec
Eve,2,291,Fort Lauderdale
Maya,3,253,San Bernardino
Abdul,1,34,Garland
Hayden,4,49,Reno
Joyce,2,234,Honolulu
Boris,2,298,Charlotte
Penny,4,125,Salt Lake City
Abdul,2,96,Fayetteville
Nicholas,1,229,Otawa
Bernadette,3,217,Phoenix
Logan,2,32,San Antonio
Russel,3,24,Hollywood
Tony,3,278,Ontario
Noah,4,1,Escondido
Rowan,3,29,Kansas City
Marvin,3,24,Jacksonville
Bart,3,94,Boston
Holly,4,182,New York
Charlize,1,99,Toledo
Esmeralda,1,204,Bridgeport
Jaylene,3,131,Fullerton
Davina,2,270,Huntsville
Hayden,3,92,Huntsville
Nick,2,213,Honolulu
Rylee,1,31,Los Angeles
John,2,3,Portland
Daniel,4,128,San Diego
Nate,1,106,Bucharest
Julianna,4,203,Glendale
Harry,4,122,Denver
Mara,3,237,Orlando
Daphne,3,212,London
Mason,2,21,Oakland
Doug,1,224,Paris
Fiona,4,214,Sacramento
Emery,2,79,Lincoln
Summer,4,259,Charlotte
Lorraine,1,291,Atlanta
Abdul,3,293,Lincoln
Henry,4,293,Otawa
Camellia,1,67,San Diego
Dalia,4,39,Cincinnati
Georgia,2,198,London
Mike,3,46,Santa Ana
Marigold,1,73,Columbus
Fred,1,197,Bakersfield
Caleb,3,170,Long Beach
Valerie,3,93,Jersey City
Oliver,4,75,Moreno Valley
Isabel,4,179,Madison
George,3,55,Fullerton
Bryon,4,187,Cincinnati
Johnny,1,10,Wien
Hank,4,99,Philadelphia
Carl,1,273,Boston
Isabella,4,148,Oakland
Manuel,2,55,Nashville
Noah,2,183,Orlando
Jayden,1,175,Tallahassee
Julianna,4,57,Rome
Isla,3,218,Toledo
Karla,3,292,Hayward
Chad,2,276,Minneapolis
Celia,4,215,Venice
Candace,1,259,Pittsburgh
Bernadette,3,189,Venice
Brooklyn,3,290,Hollywood
Johnny,3,28,Sacramento
Hadley,2,236,Chicago
Hayden,1,74,Bellevue
Rufus,1,72,Boston
Michael,3,13,Bucharest
Sofia,1,7,Denver
Dakota,2,279,Fremont
Fiona,4,17,Kansas City
Maya,2,116,Venice
Eileen,2,139,Lancaster
Tess,2,227,Denver
Evelynn,3,30,Toledo
Percy,2,194,Springfield
Francesca,1,183,London
Martin,1,11,Toledo
Celina,2,30,Moreno Valley
Denny,3,124,Las Vegas
Parker,3,237,Chicago
Trisha,4,291,Paris
Barry,3,288,Venice
Mike,4,27,Atlanta
Bob,2,200,Portland
Nathan,3,104,Milano
Aiden,4,205,Fayetteville
Samantha,2,40,Innsbruck
Liam,1,258,Toledo
Chris,2,46,Huntsville
Trisha,3,274,Springfield
Hayden,1,289,Oklahoma City
Ally,2,145,Murfreesboro
Nicholas,1,268,Salem
Domenic,3,255,Bucharest
Bryon,3,174,Cincinnati
Gil,2,126,Phoenix
Chuck,4,78,Jersey City
Chanelle,2,187,Milano
Nick,3,103,Scottsdale
Nick,2,276,Hayward
Ellen,3,276,Moreno Valley
Emery,2,72,Milwaukee
Julius,4,242,Miami
Aisha,4,195,London
Chuck,1,108,Tulsa
Rick,1,0,Amarillo
Phillip,2,179,Memphis
Mark,1,151,Moreno Valley
Leroy,1,178,San Antonio
Audrey,4,268,Lincoln
Johnathan,4,163,Louisville
Chuck,2,112,San Diego
Barney,2,91,Quebec
Vanessa,2,164,San Francisco
Sasha,2,270,Glendale
Bryce,2,166,Santa Ana
Danny,2,285,Madison
Josh,4,56,Hayward
Aleksandra,3,284,Philadelphia
Logan,4,176,Jacksonville
Bernadette,2,159,Hayward
Isabel,4,213,Memphis
Destiny,4,176,Portland
Stephanie,2,249,Pittsburgh
Nicholas,1,219,Jersey City
Ryan,2,9,London
Marina,4,234,Memphis
Erin,4,39,Tallahassee
Matt,1,278,Bellevue
Wade,1,35,Otawa
Anais,1,271,Anaheim
Hannah,3,84,Omaha
Tony,4,99,Charlotte
Joseph,4,99,Rochester
Ramon,2,165,Baltimore
Rita,2,171,Oakland
Peter,1,101,Oakland
Kimberly,4,46,Tokyo
Sara,3,169,Sacramento
Natalie,4,3,Louisville
Elisabeth,4,278,Philadelphia
Maggie,2,31,Milano
Rick,1,173,Tulsa
Tom,2,188,New York
Denis,4,88,Indianapolis
Chris,4,267,Lincoln
Megan,2,47,Berlin
Mayleen,2,140,Lyon
Chadwick,4,200,Huntsville
Mason,4,5,Oklahoma City
Ron,1,32,Rome
Hazel,2,148,Houston
Ethan,3,17,Rome
Nate,4,200,Jacksonville
Cynthia,1,185,San Bernardino
William,1,109,Garland
Diane,4,113,Innsbruck
Rosalee,1,188,Fullerton
Alan,4,211,San Antonio
Beatrice,3,40,Wien
Shelby,2,74,Fayetteville
Owen,3,75,Quebec
Monica,1,61,Washington
Alma,1,245,Memphis
Camden,2,212,Springfield
Daniel,2,244,Hollywood
Jayden,1,90,Atlanta
Sloane,3,91,Stockton
Chadwick,4,186,Tokyo
Kendra,3,113,Richmond
Jacqueline,4,264,Paris
Aiden,3,247,Philadelphia
Johnny,4,80,Innsbruck
Leroy,4,212,Sacramento
Maria,4,211,Fremont
Mark,3,199,Zurich
Denny,4,198,Oklahoma City
Summer,1,34,Honolulu
Angelina,3,131,New York
George,3,113,Louisville
Ciara,4,216,Baltimore
Liliana,1,75,Phoenix
Manuel,4,143,Colorado Springs
Jacob,1,227,Lyon
Percy,3,244,Chicago
Ethan,2,239,Washington
Esmeralda,2,73,Rome
Vera,1,258,Berlin
Rachael,4,130,Scottsdale
Hayden,1,196,Lincoln
Lucas,4,110,Richmond
Danielle,1,72,Rochester
Carl,2,278,Los Angeles
Christy,3,284,Quebec
Chester,2,253,San Jose
Fiona,2,68,Bellevue
Anthony,4,222,San Jose
Enoch,4,27,Portland
Elise,4,199,Milano
Danny,4,211,Huntsville
Wade,2,194,Reno
Cecilia,1,291,Lisbon
Chadwick,4,24,Miami
Joyce,3,159,Paris
Cynthia,3,36,San Bernardino
Javier,3,107,Berlin
John,3,89,Louisville
Ron,1,8,Anaheim
Madison,4,20,San Francisco
Mason,4,63,Lyon
Gabriel,2,156,Lincoln
Ivy,1,236,Detroit
Jamie,3,19,Saint Paul
Harvey,3,198,Huntsville
Kendra,3,272,Moreno Valley
Sydney,2,226,Fayetteville
Brad,2,104,Cincinnati
Manuel,1,73,San Francisco
Caleb,2,54,Lyon
Henry,4,142,Laredo
Chester,1,84,Boston
Chadwick,3,232,Charlotte
Maxwell,2,215,Bridgeport
Henry,2,103,Rochester
Hayden,2,90,Ontario
Sofia,2,269,Baltimore
Josh,1,173,Salt Lake City
Gabriel,1,40,Sacramento
Bryon,2,98,Lincoln
Sage,3,160,Sacramento
Angelina,3,85,Detroit
Jackeline,4,59,Amarillo
Jackeline,3,292,San Bernardino
Macy,4,184,Saint Paul
Tom,1,206,Denver
Meredith,4,74,Springfield
Tyler,4,70,Charlotte
Paige,3,220,Charlotte
Henry,4,60,Washington
Sara,2,141,Dallas
Dani,1,281,Long Beach
Gemma,4,40,San Bernardino
Anthony,3,231,Santa Ana
Greta,2,15,New Orleans
Russel,1,206,Indianapolis
Ronald,4,108,Bucharest
Jessica,2,183,Venice
Kieth,1,269,Hollywood
Luna,3,264,Escondido
Nathan,1,124,Lincoln
Nate,1,278,Saint Paul
Analise,2,150,Toledo
Ryan,2,41,Scottsdale
Chris,1,245,Venice
Adalie,2,18,Santa Ana
Hayden,1,121,Salem
Denis,3,92,Santa Ana
William,3,6,Huntsville
Mary,3,243,Wien
Henry,2,90,New York
Daron,2,140,Colorado Springs
Kimberly,1,42,Toledo
Gabriel,4,82,Salem
Kieth,1,103,Bridgeport
Tom,1,265,Long Beach
Chad,3,0,Columbus
Makena,4,150,Atlanta
Camila,1,158,New Orleans
Liam,2,281,Santa Ana
Marla,1,176,Norfolk
Daniel,1,194,San Diego
Sebastian,2,40,Fort Lauderdale
Camden,1,162,Bridgeport
Britney,2,232,Irving
Jackeline,3,243,Scottsdale
Angelica,1,29,Prague
Rebecca,1,9,Louisville
Dani,2,283,Reno
William,4,117,Reno
Olivia,4,85,Lincoln
Elijah,2,275,London
Parker,2,18,Ontario
Britney,2,118,Richmond
Cecilia,1,38,Fort Lauderdale
Liam,3,16,San Francisco
Lindsay,1,28,Reno
Johnathan,4,13,Tallahassee
Mavis,1,195,Stockton
Colleen,1,259,Chicago
Ron,3,70,Henderson
Logan,3,45,Fremont
Cynthia,2,168,Portland
Bart,1,105,Washington
Jayden,2,37,London
Anthony,2,3,Honolulu
Cynthia,3,171,Laredo
Callie,1,291,Venice
Stella,3,124,Phoenix
Sylvia,3,247,Los Angeles
Sienna,4,162,Amarillo
Tara,2,257,Garland
Penelope,3,76,Albuquerque
Ember,4,116,Venice
Rosalie,1,121,Denver
Cameron,4,134,Escondido
Denny,3,83,Oakland
Denis,1,188,Tallahassee
Vicky,1,202,Fort Lauderdale
Daria,2,59,Houston
George,1,263,Otawa
Rosie,2,120,Seattle
Juliette,1,173,Detroit
Alessia,2,165,Lancaster
Lindsay,1,33,Indianapolis
Cedrick,3,79,Fayetteville
Ethan,3,206,Boston
Elena,4,174,San Diego
Luke,3,77,Norfolk
Cedrick,3,247,Phoenix
Harvey,4,174,Pittsburgh
Freya,1,132,Tulsa
Lynn,1,100,Tokyo
Abdul,2,109,Venice
Carol,4,0,Saint Paul
Bristol,4,40,Madrid
Aisha,3,175,Berna
Mark,1,299,Wien
Rosalie,2,9,Garland
Maia,2,64,San Bernardino
Ryan,1,261,San Francisco
Doug,4,295,Milwaukee
Tyson,4,16,Garland
Mark,3,266,New Orleans
Owen,2,92,Louisville
Penny,4,210,Columbus
Rosa,3,83,Salt Lake City
Britney,4,67,Atlanta
Tyson,1,289,Stockton
Rhea,2,220,Seattle
Mason,2,203,Milwaukee
Harmony,4,137,Ontario
Tony,1,115,Lancaster
Carina,3,284,Lancaster
Jack,2,116,Hollywood
Clint,2,58,St. Louis
Gil,1,100,Honolulu
Penny,1,75,Madison
Wade,2,43,Honolulu
Mackenzie,3,104,Bucharest
Domenic,2,35,Omaha
Daron,1,206,Anaheim
Noah,3,46,El Paso
Bart,4,146,Philadelphia
Marla,2,142,Rochester
Andie,1,147,Worcester
Lily,1,59,Honolulu
Mya,4,230,Fremont
Sebastian,2,187,Zurich
Kassandra,1,79,Zurich
Luke,2,146,Salem
Anthony,4,276,Bucharest
Maddison,3,32,Madison
Karen,3,77,Fayetteville
Leilani,1,257,Louisville
Janice,4,37,Pittsburgh
Kurt,4,42,Albuquerque
Rufus,3,291,Richmond
Candace,1,232,San Jose
Adina,1,46,Hollywood
Gabriel,4,59,New Orleans
Nate,2,23,Otawa
Leah,3,71,Venice
Cherish,2,268,Cincinnati
Jasmine,3,32,Boston
Lynn,2,137,Wien
Gil,3,40,Ontario
Gladys,3,182,Huntsville
David,2,83,Reno
Rachael,4,247,Fullerton
Javier,2,128,Fort Lauderdale
Shannon,4,297,Scottsdale
Bart,4,6,Santa Ana
Aiden,3,48,Huntsville
Taylor,4,290,Washington
Carolyn,2,117,Atlanta
Sharon,2,149,San Bernardino
Anne,1,0,San Bernardino
Carter,4,7,Sacramento
Chester,2,146,Zurich
Bob,3,268,Washington
Daron,2,30,London
Sebastian,2,147,Houston
Destiny,2,50,Lincoln
Brad,3,91,Valetta
Ilona,4,91,Las Vegas
Kaylee,4,12,Tallahassee
Benny,3,51,Lincoln
Noemi,1,186,Columbus
Jack,2,78,Lancaster
Olivia,1,131,Otawa
Helen,2,146,Lancaster
Juliette,1,41,Colorado Springs
Chris,2,64,Chicago
Wendy,2,35,Lancaster
Elena,4,211,Henderson
Tania,3,209,Laredo
Mark,2,102,Washington
Barry,1,167,New York
Leroy,4,252,Lakewood
Kieth,1,233,Stockton
Marissa,1,247,Madrid
Davina,3,109,Minneapolis
Cedrick,2,289,Honolulu
Chester,1,268,Fort Lauderdale
Irene,3,65,Dallas
Rylee,1,248,Washington
Callie,4,173,Seattle
Gwenyth,2,286,Atlanta
Ryan,3,65,Fort Lauderdale
Kirsten,1,284,Miami
Cedrick,1,192,Detroit
Sara,4,54,Long Beach
Rocco,4,12,Fayetteville
Barney,4,177,Berna
Phillip,1,117,Prague
Gwen,2,24,Omaha
Charlize,1,114,Phoenix
Camden,1,219,Madison
Leroy,2,185,Detroit
Abdul,3,45,Reno
Aurelia,2,152,Rochester
Matthew,4,268,Richmond
Wade,4,184,Bellevue
Owen,2,108,Pittsburgh
Tom,1,35,Reno
Nate,3,165,Paris
Chris,2,110,Scottsdale
Danny,3,57,Otawa
Lana,2,173,Moreno Valley
Jack,3,135,Nashville
Penny,2,139,Milano
Kate,2,238,Paris
Rebecca,1,212,Salem
Bree,2,8,Ontario
Doug,1,200,Wien
Julius,2,110,Boston
Owen,1,71,Arlington
Javier,4,263,Tulsa
Jasmine,4,2,Lincoln
Sonya,3,103,Oklahoma City
Chuck,3,113,Milano
David,3,122,Otawa
Kassandra,4,175,Lancaster
Elena,4,132,Bridgeport
Angela,3,143,Quebec
Gloria,1,184,Dallas
Charlize,1,257,Scottsdale
Chuck,3,223,Washington
Vera,2,53,Kansas City
Chad,2,117,Wien
Brad,1,208,Indianapolis
Domenic,1,113,Wien
Liam,1,229,Denver
Lara,1,299,Lisbon
Isabel,1,36,Laredo
Caleb,2,84,Miami
Kurt,4,165,London
Gabriel,2,126,Fullerton
Hayden,2,205,Miami
Nick,3,9,Norfolk
Chadwick,2,109,Lincoln
Bart,4,156,Lakewood
Rosalee,4,276,Ontario
Rosalie,2,116,San Bernardino
Nicole,3,10,Glendale
Percy,3,199,Worcester
Logan,2,90,Garland
Aiden,2,149,Tulsa
William,4,164,Philadelphia
Kirsten,2,182,Madrid
Ramon,2,52,Santa Ana
Johnathan,2,158,Glendale
Erica,2,285,Colorado Springs
Benjamin,3,188,Miami
Benny,4,252,Lancaster
Colleen,1,51,Dallas
Anne,4,83,Quebec
Shannon,1,154,Fayetteville
Wade,4,199,Glendale
Fred,4,231,Worcester
John,4,46,San Antonio
Wendy,2,168,Fremont
Ryan,1,266,Milano
Rae,1,282,Sacramento
Jack,1,166,Rome
Mary,2,2,El Paso
Andie,2,178,Ontario
Tom,4,141,Lyon
Matt,3,264,Philadelphia
Charlize,1,51,Detroit
Mason,1,32,Santa Ana
Alexia,1,189,Miami
Mason,2,202,Rochester
Wade,2,243,Indianapolis
Harvey,3,278,New Orleans
Eve,1,207,Laredo
Ruth,1,49,Prague
Liv,1,241,Amarillo
Sofia,1,5,Bridgeport
Michael,4,206,Otawa
Martin,1,221,Baltimore
Barney,1,171,Lisbon
Ellen,3,138,Salem
Erica,2,279,Springfield
Ramon,3,261,San Diego
Angel,3,83,Ontario
Denis,3,297,Tokyo
Bryon,2,110,Louisville
Irene,3,235,Columbus
Elijah,3,235,San Bernardino
Alan,1,79,New Orleans
Tom,2,54,Chicago
Bob,4,148,Baltimore
Alice,3,125,Bridgeport
Charlotte,4,154,Prague
Nicholas,4,80,Sacramento
Ronald,4,126,Henderson
Harvey,2,137,New York
Cassandra,1,264,Jacksonville
Leilani,1,297,Salt Lake City
Ron,2,40,San Jose
Adalind,3,156,Tallahassee
Bart,1,158,London
Abdul,2,110,San Antonio
Elijah,1,154,Lyon
Violet,1,223,Columbus
Marvin,4,47,Boston
Matthew,3,6,Tallahassee
Daron,3,56,Ontario
Jane,3,151,Henderson
Mason,4,54,Springfield
Oliver,3,35,New York
Sebastian,4,274,Ontario
Sage,4,95,Venice
Tony,2,28,Henderson
Allison,4,130,Springfield
Marilyn,3,184,Innsbruck
Erin,3,219,Las Vegas
Kieth,3,36,Escondido
Michael,4,31,Valetta
Daniel,2,167,Salem
Adela,3,17,Lincoln
Anne,2,209,Arlington
Julius,1,203,Omaha
Domenic,1,106,Henderson
Rick,2,242,Phoenix
Ilona,4,7,Fullerton
Enoch,4,117,Quebec
Margaret,3,203,Paris
Johnathan,4,256,Orlando
Jasmine,1,162,Toledo
Johnathan,1,130,Washington
Ember,4,114,Albuquerque
Eduardo,2,222,Tulsa
Adelaide,4,202,Long Beach
Julian,3,51,Lyon
Morgan,2,104,Charlotte
Rufus,1,282,El Paso
Matthew,3,21,Madrid
Matthew,2,137,Wien
Francesca,1,93,Valetta
Martin,2,63,San Jose
Javier,4,127,Salt Lake City
Chloe,3,137,Jacksonville
Kamila,2,256,Murfreesboro
Charlize,3,87,Henderson
Jack,1,34,Glendale
Julian,1,282,Philadelphia
Angelique,1,162,Tulsa
Josh,1,288,Worcester
Hank,4,205,Indianapolis
Gil,1,238,Toledo
Tom,1,26,Miami
Roger,3,176,St. Louis
Caleb,3,179,Fullerton
Carla,4,93,Bridgeport
Ronald,3,215,New Orleans
Cameron,2,203,Zurich
Vera,2,254,Huntsville
Hayden,4,25,Fremont
Marvin,3,196,Chicago
Logan,1,217,Philadelphia
Alessandra,4,42,Irving
Barry,2,165,Oakland
Julius,1,70,Worcester
Analise,4,199,Toledo
Fred,3,204,Lakewood
Russel,1,70,Madison
Melody,3,244,New Orleans
Oliver,1,54,Quebec
Lillian,2,115,Washington
Leilani,2,23,New York
Rocco,3,190,Richmond
George,1,81,London
Elena,1,24,Rome
Gabriel,2,210,Salt Lake City
Ally,3,196,Indianapolis
Aisha,2,106,Colorado Springs
Elena,4,98,Fremont
Eve,1,198,Indianapolis
Jacob,4,240,New Orleans
Camden,2,256,Madrid
Rocco,3,290,Huntsville
Elisabeth,4,59,Philadelphia
Analise,4,147,Bellevue
Leah,4,135,Laredo
Kieth,3,80,Kansas City
Natalie,4,36,Charlotte
Matt,2,291,Reno
Maya,1,119,San Bernardino
Josh,4,239,Sacramento
Rufus,2,190,Kansas City
Daron,4,203,Innsbruck
Peyton,2,229,Long Beach
Audrey,4,82,Houston
Angelina,4,233,Jacksonville
Percy,2,178,Fayetteville
Marilyn,4,183,Murfreesboro
Remy,1,274,San Diego
Rylee,4,218,Fremont
Hank,2,20,Memphis
Maddison,3,11,New York
Teagan,3,258,Valetta
Erick,2,182,Hollywood
Lana,3,74,Innsbruck
Noemi,4,215,Fullerton
Anthony,1,43,Lancaster
Jane,2,99,Berna
Oliver,4,213,Scottsdale
Javier,2,153,Nashville
Josh,1,223,Reno
Russel,1,247,Berna
Jocelyn,4,23,Garland
Chad,2,74,Santa Ana
Nathan,4,50,Hayward
Isla,1,200,Houston
Tyler,2,122,Norfolk
Emerald,2,129,El Paso
Ema,3,265,Denver
Abdul,3,125,Saint Paul
Johnathan,1,216,Charlotte
Anthony,1,278,San Jose
Ivette,2,20,Baltimore
Juliet,2,31,Worcester
Payton,1,108,Fremont
Samara,1,6,Philadelphia
Janelle,3,21,Reno
Zoe,3,144,Seattle
Matthew,2,9,Detroit
Rufus,3,25,Berlin
Dalia,3,252,London
Phillip,3,26,Madrid
Piper,4,17,Detroit
Alexander,2,105,Detroit
Barry,4,220,San Antonio
Marjorie,1,153,Berlin
Daria,4,33,Jacksonville
Jack,4,208,Otawa
Chadwick,3,29,Tulsa
Angelina,2,55,Hayward
Sonya,1,72,Oakland
Nathan,4,8,New York
Owen,1,54,Zurich
Tom,4,86,Anaheim
Alba,3,197,New Orleans
Mason,4,55,Fullerton
Roger,4,208,Lyon
Alba,3,121,El Paso
Cameron,3,236,Rochester
Elijah,2,223,Hollywood
Jane,1,168,Salem
Phillip,3,211,Philadelphia
Bob,3,22,Paris
Logan,2,48,San Diego
Alexa,2,120,Santa Ana
Bryon,4,140,Lakewood
Stacy,1,60,Tokyo
Eduardo,2,140,Rochester
Michael,1,162,Irving
Anthony,3,182,Jacksonville
Matthew,1,58,Milano
Mina,3,232,Innsbruck
Hayden,1,249,Salem
Tyson,2,10,Nashville
George,4,290,Valetta
Elijah,4,220,Chicago
Cynthia,1,209,Lisbon
Bernadette,4,214,Zurich
Hank,2,68,Reno
Shannon,1,95,Los Angeles
Emely,3,88,Escondido
Sydney,1,236,Tulsa
Jack,1,88,Kansas City
Julius,2,241,Long Beach
Clint,3,205,Portland
Moira,4,77,Henderson
Agnes,3,0,Columbus
Tyler,4,123,Cincinnati
Paula,1,51,Philadelphia
Shay,1,6,Berlin
Elena,2,294,Honolulu
Amy,4,140,Bucharest
Thea,4,197,Toledo
Harvey,1,207,Phoenix
Kurt,4,23,Kansas City
Christine,3,246,Jacksonville
Kimberly,3,105,New Orleans
Anabelle,3,33,Jersey City
Carissa,2,125,Milano
Kimberly,2,23,San Jose
Javier,3,104,Richmond
Hadley,2,234,Honolulu
Dorothy,1,209,Lakewood
Maia,3,36,Colorado Springs
Javier,4,133,Charlotte
Mina,3,176,Lincoln
Helen,2,126,Rome
Florence,2,57,Los Angeles
Jennifer,4,65,Escondido
Ronald,3,161,Salt Lake City
Alan,2,89,Worcester
Rosemary,1,128,Rome
Ron,3,220,Moreno Valley
Julian,3,51,Huntsville
Denis,2,115,Irving
Daron,3,48,London
Evelynn,4,143,Denver
Harry,1,253,Miami
Mark,4,199,Nashville
Benjamin,1,139,Memphis
Emery,3,183,Toledo
Kurt,4,188,Toledo
Logan,4,16,Honolulu
Julius,1,178,Detroit
Luna,4,214,Jersey City
Bree,4,20,Albuquerque
Hank,1,270,San Diego
Percy,2,117,Ontario
Adina,3,225,Otawa
Domenic,4,230,San Diego
Nathan,3,185,Portland
Julianna,4,110,Zurich
Matt,4,121,Salem
Melody,1,149,Worcester
Emery,4,154,Los Angeles
Ramon,1,6,Denver
Stella,1,153,Orlando
